#,What is your Artist name? ,Have you heard of botted playlists and fake streams before? ,Are you aware of how botted playlists and fake streams can affect your career?,Were you aware that several agencies use botted playlists and pay for fake streams for their artists?,Did you know that when you use botted playlists or fake streams you are at risk of having your music removed from Spotify?,Do you know about algorithmic playlists such as 'Discover Weekly' and 'Release Radar'?,Did you know that Liberty Music PR does not work with botted / fake playlists?,Did you know that Liberty Music PR only uses organic playlists and is a trusted agency when it comes to playlisting services? ,Response Type,Start Date (UTC),Stage Date (UTC),Submit Date (UTC),Network ID,Tags,Ending
q9yznxzdlfug7y7qq9yznxr7by0yxl3y,K.G. Roberts Band,No,No,No,No,No,No,Yes,completed,2023-06-10 17:30:37,,2023-06-10 17:33:56,54502204e6,,
p75ylvtw3wyavq2u2lp75ylfdf3tieve,Milune,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2023-06-09 16:15:52,,2023-06-09 19:26:50,34531181b4,,
9po6qunoubddvtxr9cbihr69po6qun7k,Sir Winston,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2023-06-09 12:32:59,,2023-06-09 12:33:35,152e3994dc,,
938097p7jer55gnwc9p938097ps3d4o6,Naydu,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2023-06-08 06:32:14,,2023-06-08 06:34:02,e2065c31ed,,
e771d43cq8tdhygyk6e771d4sevnjm3h,Mister Co.,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2023-06-08 06:00:10,,2023-06-08 06:00:42,9c1bc65275,,
3letm6uyqxqrd4pldepooi373letm6ld,Chris Ostler,Yes,Yes,Yes,Yes,No,Yes,Yes,completed,2023-06-07 13:11:16,,2023-06-07 13:14:57,b0113d527f,,
2q82qrwwbs4df0pvmulgcg2q82qrwb5a,Kids of the Elephant,No,No,No,No,Yes,Yes,Yes,completed,2023-06-07 09:01:49,,2023-06-07 09:03:23,add600829f,,
v1sqoqc6cxy027yv1sqoof859whoz41i,UraelB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2023-06-06 18:17:34,,2023-06-06 18:18:05,1d4ac7b469,,
pmh29t452u3oqjgapmh29s57zeztmss6,Heath Church,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2023-06-06 17:06:46,,2023-06-06 17:09:18,49c131e9ad,,
59o7ryaycy9v70dsk759o7gfalyydwwn,The Lamps,Yes,No,Yes,No,Yes,Yes,Yes,completed,2023-06-06 15:50:22,,2023-06-06 15:51:47,80c8850dfb,,
o92b3tttbf90h2vwo92tpyylsoj5915a,Novaé,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2023-06-06 10:24:28,,2023-06-06 10:25:12,8e91549984,,
cp3psex724gmhy06zm0w03cp3psex7mf,Ivan Hartle,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2023-06-06 05:08:53,,2023-06-06 05:37:51,a0a6e2cc56,,
du02jy2tkgdgwnhwbdu02br62kexvql6,Conor Mulroy with Tristan Clarridge and Simon Chrisman,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2023-06-06 00:10:48,,2023-06-06 00:11:25,341b654afe,,
5ga3nf0qfw0ghc6yw5ga3257qgf7nqkh,Roe's Garden,Yes,Yes,No,Yes,Yes,Yes,Yes,completed,2023-06-05 19:55:05,,2023-06-05 19:55:46,d5685355a9,,
6t7apf7ba1hj0t666t7ayk57rr3hbsyr,nixxi,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2023-06-05 18:06:16,,2023-06-05 18:06:58,66f5d3df20,,
rkwmpvfoyj610n2rkwmp3yx58wzzwqky,Louis Janus Thomas,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2023-06-05 11:26:25,,2023-06-05 11:27:04,b35befb828,,
h0drdh23zlv23xum0so4wxbh0drd7i7f,Chris Hart,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2023-06-03 15:30:47,,2023-06-03 15:31:11,fb3a3cfd57,,
oy55dd8chbbh27jw0oy55durcg67wbxo,Conor Mulroy with Tristan Clarridge and Simon Chrisman,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2023-06-02 17:10:47,,2023-06-02 17:11:21,341b654afe,,
ejjg0il00ycf0cln2izc497ejjg0ilqo,Remi Miles,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2023-06-02 14:25:32,,2023-06-02 14:26:28,2893290762,,
mlr5bzuabe76dfy27hmlr5bzu42tuemk,Conor Mulroy featuring Tristan Clarridge and Simon Chrisman,Yes,Yes,Yes,Yes,No,Yes,Yes,completed,2023-06-02 00:28:31,,2023-06-02 00:29:23,341b654afe,,
7x0vr9wnh03zdu91sofu7x0vv3mplhc7,HELI,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2023-06-01 21:44:59,,2023-06-01 21:45:14,4e60bbf42d,,
cnnozg6ac9iezhlld64bdrspcnnozg6a,Conor Mulroy with Tristan Clarridge and Simon Chrisman,No,No,No,No,No,No,No,completed,2023-06-01 19:38:15,,2023-06-01 19:39:18,c21364b4b0,,
rvfzn5mqxihlpq32q08rvfzgg1y0r5a6,Tiberius,Yes,No,No,No,Yes,Yes,Yes,completed,2023-06-01 15:50:40,,2023-06-01 15:51:22,9dab939b13,,
yis6zhff7h8ioasviugyis6zh7tkauo4,DJ Patsan,No,No,No,No,No,Yes,Yes,completed,2023-06-01 12:57:03,,2023-06-01 12:57:43,1c039a4e54,,
v9eljr7h3vb3dp2umaokzv9eljr2fg70,DJ Patsan,No,No,No,No,No,Yes,Yes,completed,2023-06-01 12:56:07,,2023-06-01 12:56:52,1c039a4e54,,
zxj7thb0fjrdg1lx69sezxj7thoemkyr,Andrew Thomases,Yes,No,Yes,Yes,Yes,Yes,Yes,completed,2023-06-01 03:24:23,,2023-06-01 03:25:12,24319e0349,,
6j7nf94tkuyjbxuse2c6j7nf961xsnfr,John Joseph,Yes,No,Yes,No,Yes,Yes,Yes,completed,2023-05-31 13:39:36,,2023-05-31 13:40:28,ec1062ec2a,,
xcsluxmk9ymtde4cjxcsluxkfka8s9v9,TR Moshia,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2023-05-31 13:13:49,,2023-05-31 13:14:31,ff8921c866,,
uslenogbvft13jtwuuslenoglz5d2ozz,Loveday,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2023-05-31 12:10:01,,2023-05-31 12:10:22,925f51c6ca,,
fyb3f6f9yz0rfyb3fcvl9o1u9amzinv2,UraelB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2023-05-30 18:09:24,,2023-05-30 18:10:55,a9a5bda3ff,,
y10u9ajvehuuwmivtunl09y10u9asn3x,Kenny Baquol,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2023-05-30 15:00:29,,2023-05-30 15:01:11,b435634b46,,
6uunmujd5of8qhzab6s4k6uunmu6828o,The Underground Rainbows,Yes,Yes,Yes,Yes,No,Yes,Yes,completed,2023-05-30 12:54:36,,2023-05-30 12:56:06,be8c20a63e,,
m0894ilajqiq7q0m0894dzt41a5gdqms,Loveday,,,,,,,Yes,completed,2023-05-30 12:30:49,,2023-05-30 12:31:21,925f51c6ca,,
uvopzf87z72lpxzhojuvopmwkqaewr6i,ION,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2023-05-27 14:28:59,,2023-05-27 14:29:38,a1608a970b,,
ayog3bho5va3j0k9sdunpayog3h4ncht,Honeydrip,Yes,No,Yes,No,Yes,Yes,Yes,completed,2023-05-27 03:17:57,,2023-05-27 03:18:59,396445c845,,
ijyirn7lmgnfx7uvnijyirnj6s3zwi55,Grace Marr,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2023-05-26 23:38:58,,2023-05-26 23:39:29,6cdb96a47f,,
97gb8t5amfvpp5wa97gb8ttyejd3483o,Ife Alaba,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2023-05-26 20:54:37,,2023-05-26 20:55:16,ce748a7fae,,
4n1d1eu5ij4h5n4n1d1nfkk3hq89brqi,AwallArtist,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2023-05-26 04:51:32,,2023-05-26 04:52:22,bb7cb75fce,,
vuotsi8ojnx29snyhvuotqo2qiayrlwh,"Larry Thomas Moore, Jr.",No,No,No,No,No,No,No,completed,2023-05-26 00:14:12,,2023-05-26 00:15:04,3294eef4b9,,
qkt4tnm885yhyhknfdzqkt4tn3lko7d7,Asya,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2023-05-25 08:22:16,,2023-05-25 08:22:45,52cfb3625f,,
h15q0fxngcojzuwlh15q0ptp6phaq148,Asya,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2023-05-25 08:21:10,,2023-05-25 08:22:02,52cfb3625f,,
tybcgsulas078bqj1tybcgrilxf89lqg,JoyRukanza,Yes,Yes,Yes,Yes,Yes,No,No,completed,2023-05-24 22:47:59,,2023-05-24 22:48:29,82f8bb44f6,,
elghcxvqixjlgpsmsk6wfelghcxv7mjg,JoyRukanza,Yes,Yes,No,Yes,Yes,No,No,completed,2023-05-24 22:47:20,,2023-05-24 22:47:51,82f8bb44f6,,
ec3j9ordpbld2fec3j99pa0u4dodbv8y,dobak,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2023-05-24 19:36:09,,2023-05-24 19:36:43,d2109a6ec2,,
ek691zht2xlf1ppw4e91lhmek691zzkt,Danny Aro,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2023-05-24 16:59:38,,2023-05-24 18:34:43,739d296a0a,,
ia0so98si8cmhnsoslcwia0so9ip7v67,Scatter Light,Yes,No,No,Yes,Yes,Yes,Yes,completed,2023-05-23 23:45:08,,2023-05-23 23:46:35,30604b1a6b,,
th1o7bmebjwomco0o38bth1o71kihkno,As Per Casper,No,No,No,No,Yes,No,Yes,completed,2023-05-23 17:45:11,,2023-05-23 17:45:38,f101ca4b32,,
nb58wbgj4vhrgo9p0frx84nb58wbgoda,Nineteen95,No,Yes,No,No,Yes,Yes,Yes,completed,2023-05-23 12:13:27,,2023-05-23 12:32:26,10a1190340,,
kr9lrhon5v8j8xoptkr9lrapqprym0zf,Totten Bridge,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2023-05-23 09:17:05,,2023-05-23 09:17:54,a83926c7d0,,
4llx3vf9n7yz2tp5b6q734llx3lkr7ey,Anna Vitale,Yes,Yes,Yes,No,Yes,Yes,Yes,completed,2023-05-22 19:15:47,,2023-05-22 19:16:23,255818ee20,,
dw85fgvc64yf93j2nvdw85fzo2i2chgq,Addy,Yes,No,Yes,Yes,Yes,Yes,Yes,completed,2023-05-22 17:03:08,,2023-05-22 17:03:42,e41d53c009,,
pea5c6fr1bgx8eorf8tu8upea5c6fpk1,$tevoxcv,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2023-05-22 14:25:52,,2023-05-22 14:26:15,46d1b755cb,,
ecgvw2bo41ezs8q21twecgvmxun8jp25,$tevoxcv,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2023-05-22 14:24:48,,2023-05-22 14:25:43,46d1b755cb,,
rof564jvzeoiymovrofqa4idthjp8kx9,Jevzy,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2023-05-19 19:47:52,,2023-05-19 19:49:08,6dd1b4adce,,
o90kftu99qxqarvlpo90kfmh3i3w5a9p,David Shabani,Yes,Yes,Yes,No,Yes,Yes,Yes,completed,2023-05-19 16:12:10,,2023-05-19 16:12:45,beb68e34ab,,
f3ll7eh7tu07nr84se5f3ll7tyw4ru5f,As Per Casper,No,No,No,No,Yes,No,Yes,completed,2023-05-19 10:36:22,,2023-05-19 10:36:53,f101ca4b32,,
h8rwhfqcc6swezso9qh8rwh1n0vp95oz,Gold Star Blvd.,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2023-05-18 16:33:05,,2023-05-18 17:37:52,6b6bb79611,,
1xqs8whtd6et6rp6zc1xqstfgauwfrkq,Bohardt,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2023-05-18 13:54:50,,2023-05-18 13:55:35,c83d2cd2bf,,
qejt5xm1waess29ddvqejt5xhcwjicd9,Yancyabril,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2023-05-18 13:49:01,,2023-05-18 13:49:41,21d2ab1ad8,,
x15mzjc5upixpkob3x15mv32jarrkhyr,Nii,Yes,Yes,No,Yes,Yes,Yes,Yes,completed,2023-05-18 13:44:57,,2023-05-18 13:45:35,f75f87b980,,
kq81ad2cewmykj1tskq81addxi4sonv1,Dreemy Alpha,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2023-05-18 10:33:36,,2023-05-18 10:34:38,95bfea00ea,,
8vbel531lowtj9sqoc8vbel50l2dw8oe,Yilly Ruel,Yes,Yes,No,Yes,Yes,Yes,Yes,completed,2023-05-17 07:17:59,,2023-05-17 07:18:47,84ee61418c,,
mr0gsbz7tclbbzvqsmr0gq2rg1bd5cyw,Bohardt,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2023-05-17 03:10:59,,2023-05-17 03:11:38,efd6ec58e2,,
pwxdh1676p5fxbpwxdhezuf1eg13ik19,Michael Canitrot,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2023-05-16 19:18:13,,2023-05-16 19:19:02,64095efc09,,
ntabx2z737um0zljjntabl1a3tqtqvd4,Isla Maria,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2023-05-16 17:57:25,,2023-05-16 17:58:15,f49e4fcf1b,,
fcxh18siy1lc19g5w7tgbfcxh18so3kj,Will Heard,No,No,No,Yes,Yes,Yes,Yes,completed,2023-05-16 16:41:37,,2023-05-16 16:42:49,4e47d81fc1,,
dahlcgwq6p8knjo4r2u5dahlcgrppzhz,Shaynah,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2023-05-16 10:42:30,,2023-05-16 10:43:04,fd0d66a293,,
s8op7819chn0wx14corcs8op78b8vkcm,King Casares,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2023-05-15 20:03:23,,2023-05-15 20:03:58,60e5ab7d7b,,
geeox84cy5jgegnwna4rxqi4k2b47pa0,Savannah Ashley,Yes,No,No,Yes,Yes,Yes,Yes,completed,2023-05-13 01:12:16,,2023-05-13 01:13:57,2b9005b442,,
j1e9st72wtmk1ejmegwfj1e9ste0kvhf,GILLIA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2023-05-12 17:58:15,,2023-05-12 17:58:39,912a6acdf5,,
za1md6reiep8vlmkotjyjza1md6re4u7,Encore,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2023-05-12 00:25:48,,2023-05-12 00:26:09,7901d8ef74,,
n2cva41wd0ntu1rmc2n2cv1w6lzmw7qj,Encore,Yes,Yes,Yes,Yes,Yes,No,Yes,completed,2023-05-12 00:24:40,,2023-05-12 00:25:20,7901d8ef74,,
ud1d2yrm9y3mvlyud1d2dg5yyt9jf9cb,Host Bodies,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2023-05-10 19:10:16,,2023-05-10 19:11:10,eb583cf230,,
37vtp76257lnfitiyy99pyc37vtp76f3,Moose with a Scarf,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2023-05-10 15:46:16,,2023-05-10 15:46:49,e67865611b,,
biupqhij36ms9nvsbiupqhd6sqxbadc8,"‘At Last’ has been the most important song of my career. Over the past 10 years, I have sung this song for thousands and thousands of people all around the world, on fancy stages, at friends’ weddings, and in hospital recovery rooms. To me, this song is about the glory of finally, finally getting what you’ve always dreamed of. Yes, ‘At Last’ is about happiness, but also about relief. When I sing this song, I know triumph tastes sweeter when you wait for it.",Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2023-05-10 14:59:24,,2023-05-10 14:59:50,4cfc212f8f,,
rlekxdj4dnd8knjjhnrlekxdu3k43eiv,Arman Cekin,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2023-05-10 11:14:50,,2023-05-10 11:15:24,f9189e0f81,,
grlcptswftzvphcsgrlcpefqpaloq4vf,Young Cardi,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2023-05-10 01:19:18,,2023-05-10 01:20:05,6cdd9e7a68,,
fq7v48ycy535dmgclfq7fqh7y7ckzcf8,King Casares,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2023-05-09 18:57:32,,2023-05-09 18:58:39,60e5ab7d7b,,
3eatentnh0nxobda6olj3eate7sc8ip8,LowDown Brass Band,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2023-05-08 14:16:00,,2023-05-08 14:16:34,fce889ca66,,
eus6d267ayrt3xf8euskp3i9wr5g48kp,That Old Quiet Lighthouse,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2023-05-07 11:49:54,,2023-05-07 11:50:12,5513efac6d,,
bzcq9k9utb743itgbzcqpc0y23qt1htv,Orangekake,Yes,Yes,No,Yes,Yes,Yes,Yes,completed,2023-05-05 22:36:00,,2023-05-05 22:36:56,9884e2f96f,,
8fqmkxg8ni7lkw8ppglif8fqmk3qy8k4,Benny Inspire,Yes,Yes,Yes,Yes,Yes,Yes,,completed,2023-05-05 18:15:22,,2023-05-05 18:15:46,1d6f7befd5,,
cw7zzkynztqp4xbcw7zzk34u6k4wunsm,FUL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2023-05-05 13:22:52,,2023-05-05 13:23:46,93796e0839,,
nx1bd3lz42ycyqwjnx1bd3lx4diclfg4,Komanii,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2023-05-04 19:23:09,,2023-05-04 19:23:57,6d169c9792,,
go02g1k0lyb0dnu4go02hpo10kmrs433,Matt Thompson,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2023-05-04 17:45:50,,2023-05-04 17:46:34,482347fb5a,,
5np6gnwlpyp4zn5np6g1nrpp33ykscgy,ENTITY,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2023-05-04 15:48:45,,2023-05-04 15:50:06,6d72023dbb,,
ds7ma5mtpu0fap4y386kdds7mymek91o,Spaceman,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2023-05-04 14:43:56,,2023-05-04 14:44:35,41f8cf68e9,,
ddt5ckw7f7tiq1hfepddtme4rxw2ruep,ZeXzy,Yes,Yes,Yes,Yes,No,Yes,Yes,completed,2023-05-04 03:22:38,,2023-05-04 03:23:30,cfcff0dc0d,,
xig95f6dn4s53jfey3mexig95f6wzofl,Call Me Cannon,Yes,,No,No,Yes,Yes,Yes,completed,2023-05-04 02:49:34,,2023-05-04 02:50:24,59ac20ab22,,
yciylhq7jut0zytbmp733zyciylla1k4,Benny Inspire,Yes,Yes,Yes,No,Yes,No,No,completed,2023-05-04 02:40:53,,2023-05-04 02:41:27,1d6f7befd5,,
iz5a7xphfvb4pqle9iz5a7zeq8p5pzvd,Josh Kramon,No,No,No,No,Yes,Yes,Yes,completed,2023-05-04 00:11:02,,2023-05-04 00:12:04,bb565a477f,,
n1wv9mvv7qxbkvf8x7n1wv98on6kwmz5,BUZA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2023-05-03 16:32:10,,2023-05-03 16:33:00,e7407a300d,,
fj8qgynt3m97gqfw6nqcu7mdx47krah1,Ray Curenton,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2023-05-03 16:22:57,,2023-05-03 16:23:39,a41f95ab1b,,
lg3od0qsgvm0vhhucfp4nlg3od03lqdq,Call Me Cannon,Yes,No,Yes,No,Yes,Yes,Yes,completed,2023-05-03 16:19:11,,2023-05-03 16:20:14,59ac20ab22,,
a6kw1f0z1pws1s6s2gd7a6kw1fycwthc,Don Mai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2023-05-03 13:40:46,,2023-05-03 13:41:24,d50410bfe7,,
u4buv7k0371j1xj916u4buvyyw0yaq86,Raydeo,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2023-05-03 02:46:44,,2023-05-03 02:47:44,fb334ed90e,,
medgpkm5g2gdpd6p0imedguaky7dp1ow,Raydeo,Yes,Yes,No,Yes,Yes,No,Yes,completed,2023-05-03 02:45:54,,2023-05-03 02:46:39,fb334ed90e,,
tn0qyt075jzz3wo62gbvxnbltn0qytaw,Deliriously Serious,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2023-05-02 23:35:35,,2023-05-02 23:36:53,ee32d5096c,,
mhyo2gn04q2dc8ddraqmhyobva18hdz1,BUZA,Yes,No,Yes,Yes,Yes,Yes,Yes,completed,2023-05-02 19:27:34,,2023-05-02 19:28:24,e7407a300d,,
o32sznu2sb4yxcqlco32s55q35ck4g1e,KAYRXN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2023-05-02 18:51:50,,2023-05-02 18:52:53,d63f8d98d4,,
v2q6sueih82c2s810v2qijhbnnjr1oj3,A-Legend,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2023-05-02 16:44:06,,2023-05-02 16:44:24,b9c13246c8,,
l7bblq6liucfef4s3nlu5l7bblq638gw,A-Legend,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2023-05-02 16:43:26,,2023-05-02 16:43:56,b9c13246c8,,
h2fqrbu93qk9xpi4ich2fqr3lmioazna,Pace,Yes,Yes,Yes,No,Yes,Yes,Yes,completed,2023-05-02 16:00:01,,2023-05-02 16:01:03,ee336b47eb,,
xwqvsk1ooskmsduxwqvrhkzommam6y2f,Glass Heights,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2023-05-02 10:22:56,,2023-05-02 10:24:16,f441aa8409,,
bagxw1excw2nmemgl40ibagxw1ex9lf6,Brandon Rosen,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2023-05-01 14:58:03,,2023-05-01 14:58:30,5415cc4003,,
4lbdxsl1xw1kil6394lbdxmek412gy6o,XL Syndicate,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2023-04-28 18:51:34,,2023-04-28 18:52:31,e52ebe9c5c,,
tmi5byg9co1n3kg6tmi5vynu8qapqo0t,Silverhours,No,No,No,No,Yes,No,Yes,completed,2023-04-28 17:31:31,,2023-04-28 17:32:34,9be45cc2fc,,
k71lg813fhoc21piksk71lg6nxnv4yh2,GAL aka GIVE ART LIFE,Yes,No,Yes,No,Yes,Yes,Yes,completed,2023-04-27 16:17:30,,2023-04-27 16:18:48,5871e18cee,,
dlxzfs109dwrj157ajq96pwdlxzfslgp,Mar Omin,Yes,Yes,No,Yes,Yes,Yes,Yes,completed,2023-04-27 14:43:35,,2023-04-27 14:44:15,58d01db0da,,
yux5svzqh1tab45yux5svl63x9itqwba,Khaliyah X,Yes,No,No,No,Yes,No,Yes,completed,2023-04-26 15:21:37,,2023-04-26 15:22:10,b7474ac9bc,,
1fc0ts6vvb9snpu41fc03jpvt4x8evbg,Jasper Sommer,Yes,No,Yes,No,Yes,Yes,Yes,completed,2023-04-26 07:54:49,,2023-04-26 07:55:47,dad81e604b,,
81vsi7jkv9yc7tsofjjj81vsi7jxj0gs,Ross Alan,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2023-04-25 21:24:46,,2023-04-25 21:25:28,fd28bc645d,,
5hfxdximbn4dbjo1yyudj5hfxdx9ylqj,Loren Aronov,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2023-04-25 20:39:32,,2023-04-25 20:40:08,47725550b4,,
38oelg6c6opd38onynnar8i986ro6c18,Green Arthur,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2023-04-25 18:10:59,,2023-04-25 18:11:43,2153d3af47,,
fnms2zx3r7eqn3fnmsdgx6yf0vwh9z9k,MADNIK,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2023-04-25 17:05:13,,2023-04-25 17:06:03,b6177602fe,,
v6eqewx2zqqx83qr7ji6bjv6eqew2r3g,Sour Ops,Yes,Yes,Yes,No,Yes,Yes,Yes,completed,2023-04-25 15:30:23,,2023-04-25 15:31:08,d005b7c5a3,,
cgnh4ce9lyjl2acgwcgn1p6w0ie2r6gc,Sadie Nix,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2023-04-25 11:47:56,,2023-04-25 11:48:25,d8ea831baf,,
i5c00kiuoizdfixg2g3fwopi5c00kp3m,Diggis,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2023-04-25 03:55:15,,2023-04-25 03:56:09,05f0c81de7,,
zxpvzlj9agpdwruqns7zxpvz2faix7z3,Trevor Phelps,Yes,No,No,Yes,Yes,Yes,Yes,completed,2023-04-24 21:27:59,,2023-04-24 21:28:43,f96b381585,,
muohg7ojiaojq4legyomuohgh0x2hg4l,omyügen,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2023-04-24 20:04:38,,2023-04-24 20:05:37,a4abf8fb2b,,
e7ps2ul26gjfd963ykere7ps27mlxl5k,Cerys Georgina,Yes,Yes,No,Yes,Yes,Yes,Yes,completed,2023-04-24 18:23:38,,2023-04-24 18:24:29,40bc953c10,,
15jt3wjaztft15j2k87o1n7tyb6w4vr9,Casper Merci,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2023-04-21 14:17:25,,2023-04-21 14:17:59,e1b6b0a43a,,
wekeqtg40dyfq4avr4wekeqtcqhvniu8,STR^NGE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2023-04-20 12:49:48,,2023-04-20 12:50:19,12e6a50e71,,
mlhb241rjvfse5lnsg2c6mlhbr58lz00,Amarii,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2023-04-20 04:53:05,,2023-04-20 04:53:44,324683775f,,
g7z8oliq9yvuthcfg7z8owicqrdtpxns,Modeste,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2023-04-19 18:37:16,,2023-04-19 18:38:12,202b946e2a,,
n5vsl6xaggomrwr1ahtqjmn5vsl6xwrj,Scatter Light,Yes,No,No,No,Yes,Yes,Yes,completed,2023-04-19 09:28:09,,2023-04-19 09:29:06,dd66a3dbdc,,
vdakppr1cwobrpnmvdak3xwgr9zghp0i,Vicky Rai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2023-04-18 20:51:03,,2023-04-18 20:52:11,0d44936702,,
8zt4iaqly2aat897axhmahia8zt4iaqc,John Greska,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2023-04-18 15:04:56,,2023-04-18 15:05:24,bb6ed16ef9,,
ptsqfry4b2s43cn404kekcptsqfr2nf1,Jasper Sommer,Yes,No,Yes,No,Yes,Yes,Yes,completed,2023-04-18 13:09:27,,2023-04-18 13:10:57,9360e25c73,,
9j1644q5au09jaxj8uiuu4a4dyvpjpax,Junior,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2023-04-18 09:39:37,,2023-04-18 09:40:20,855c83618b,,
6je4onnkf00jypikahqjy6je44vcnpie,catGRINZ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2023-04-18 03:11:34,,2023-04-18 03:12:12,80478743f2,,
b6bmhe6tjt9u08g7b6bmhmfp5nron89o,Jake Beck,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2023-04-17 21:40:22,,2023-04-17 21:40:49,231e44210c,,
6rrhhv20zvcka2p6rrhh8fedc7caq6jd,Deer Fellow,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2023-04-17 18:22:02,,2023-04-17 18:22:32,6d659722b7,,
8xco97kfqp7s1e88xcovqdv8e969psjl,Casper Merci,Yes,Yes,Yes,Yes,Yes,Yes,Yes,completed,2023-04-17 02:53:34,,2023-04-17 02:55:00,e1b6b0a43a,,
